experiment_id,candidate_id,strategy_family,score,accepted,validation_cagr,sharpe,max_drawdown,stop_reason
risk_managed_trend-ee8a71fb71e3d80f-20260911T192929693332Z-bac7b7dc,risk_managed_trend-ee8a71fb71e3d80f,risk_managed_trend,33.15064561,False,0.02499450622509114,0.914625066376341,-0.0289757301255531,CANDIDATE_EVALUATED
risk_managed_trend-ee8a71fb71e3d80f-20260911T194002253141Z-bcabf074,risk_managed_trend-ee8a71fb71e3d80f,risk_managed_trend,33.15064561,False,0.02499450622509114,0.914625066376341,-0.0289757301255531,CANDIDATE_EVALUATED
risk_managed_trend-6d81de836e3cf8d5-20260911T192947300806Z-7fcfcbcd,risk_managed_trend-6d81de836e3cf8d5,risk_managed_trend,33.03391277,False,0.02709145826455761,0.9111377329765801,-0.03409260623600929,CANDIDATE_EVALUATED
risk_managed_trend-6d81de836e3cf8d5-20260911T194019114427Z-80272aaa,risk_managed_trend-6d81de836e3cf8d5,risk_managed_trend,33.03391277,False,0.02709145826455761,0.9111377329765801,-0.03409260623600929,CANDIDATE_EVALUATED
risk_managed_trend-42b41fa1245ec7bf-20260911T192927407841Z-46628bd0,risk_managed_trend-42b41fa1245ec7bf,risk_managed_trend,32.96003581,False,0.02539732093817504,0.9441959799235862,-0.028583259227046298,CANDIDATE_EVALUATED
risk_managed_trend-42b41fa1245ec7bf-20260911T194000098180Z-2ee916f2,risk_managed_trend-42b41fa1245ec7bf,risk_managed_trend,32.96003581,False,0.02539732093817504,0.9441959799235862,-0.028583259227046298,CANDIDATE_EVALUATED
momentum-beed7614cb8af377-20260911T192634555110Z-a0096f64,momentum-beed7614cb8af377,momentum,32.65972181,False,0.053130812224861046,0.713175281185249,-0.1231673413922516,CANDIDATE_EVALUATED
momentum-beed7614cb8af377-20260911T193737197057Z-42f3156e,momentum-beed7614cb8af377,momentum,32.65972181,False,0.053130812224861046,0.713175281185249,-0.1231673413922516,CANDIDATE_EVALUATED
risk_managed_trend-744ae0ccb3dc742d-20260911T193006845434Z-6b7d54b8,risk_managed_trend-744ae0ccb3dc742d,risk_managed_trend,32.4239034,False,0.027428331904796766,0.8595966867725227,-0.038584849354536876,CANDIDATE_EVALUATED
risk_managed_trend-744ae0ccb3dc742d-20260911T194038083945Z-d47e3170,risk_managed_trend-744ae0ccb3dc742d,risk_managed_trend,32.4239034,False,0.027428331904796766,0.8595966867725227,-0.038584849354536876,CANDIDATE_EVALUATED
risk_managed_trend-193ebf102c437cc1-20260911T192949433344Z-77e93b3e,risk_managed_trend-193ebf102c437cc1,risk_managed_trend,31.36371437,False,0.02497527007447875,0.8194040851795288,-0.034443830399085384,CANDIDATE_EVALUATED
risk_managed_trend-193ebf102c437cc1-20260911T194021258553Z-e1856a74,risk_managed_trend-193ebf102c437cc1,risk_managed_trend,31.36371437,False,0.02497527007447875,0.8194040851795288,-0.034443830399085384,CANDIDATE_EVALUATED
risk_managed_trend-e54c22493f510e0b-20260911T193009021407Z-0386bcee,risk_managed_trend-e54c22493f510e0b,risk_managed_trend,30.58690596,False,0.026087377464459216,0.7943250064467399,-0.039131015034422845,CANDIDATE_EVALUATED
risk_managed_trend-e54c22493f510e0b-20260911T194040084039Z-5a027ad2,risk_managed_trend-e54c22493f510e0b,risk_managed_trend,30.58690596,False,0.026087377464459216,0.7943250064467399,-0.039131015034422845,CANDIDATE_EVALUATED
momentum-23055860f68f3442-20260911T192627165203Z-575029d4,momentum-23055860f68f3442,momentum,30.5608591,False,0.012147186228973927,0.5053572865117091,-0.03937171234442349,CANDIDATE_EVALUATED
momentum-23055860f68f3442-20260911T193730882670Z-18fa8cf4,momentum-23055860f68f3442,momentum,30.5608591,False,0.012147186228973927,0.5053572865117091,-0.03937171234442349,CANDIDATE_EVALUATED
risk_managed_trend-410e75a06edbc8ac-20260911T192830623843Z-d801ce9d,risk_managed_trend-410e75a06edbc8ac,risk_managed_trend,30.34451672,False,0.014584263724460644,0.837105599200571,-0.02060984719240333,CANDIDATE_EVALUATED
risk_managed_trend-410e75a06edbc8ac-20260911T193909387889Z-819ff220,risk_managed_trend-410e75a06edbc8ac,risk_managed_trend,30.34451672,False,0.014584263724460644,0.837105599200571,-0.02060984719240333,CANDIDATE_EVALUATED
risk_managed_trend-feb2cc81c1251a33-20260911T192951707133Z-d5f108ab,risk_managed_trend-feb2cc81c1251a33,risk_managed_trend,29.14245649,False,0.023229159186233028,0.7524608637889763,-0.03774550653607278,CANDIDATE_EVALUATED
risk_managed_trend-feb2cc81c1251a33-20260911T194023302253Z-2564a271,risk_managed_trend-feb2cc81c1251a33,risk_managed_trend,29.14245649,False,0.023229159186233028,0.7524608637889763,-0.03774550653607278,CANDIDATE_EVALUATED
risk_managed_trend-68c5759c8fce1733-20260911T192849488293Z-af1806c7,risk_managed_trend-68c5759c8fce1733,risk_managed_trend,29.12335097,False,0.015920001454523547,0.8069793325504102,-0.023425415767301616,CANDIDATE_EVALUATED
risk_managed_trend-68c5759c8fce1733-20260911T193925792638Z-ef579584,risk_managed_trend-68c5759c8fce1733,risk_managed_trend,29.12335097,False,0.015920001454523547,0.8069793325504102,-0.023425415767301616,CANDIDATE_EVALUATED
risk_managed_trend-91c861dd48978b55-20260911T192931896613Z-5eab5ae4,risk_managed_trend-91c861dd48978b55,risk_managed_trend,28.9640959,False,0.021465991729175515,0.7856503958865068,-0.029846609221770515,CANDIDATE_EVALUATED
risk_managed_trend-91c861dd48978b55-20260911T194004396695Z-e7a9baa6,risk_managed_trend-91c861dd48978b55,risk_managed_trend,28.9640959,False,0.021465991729175515,0.7856503958865068,-0.029846609221770515,CANDIDATE_EVALUATED
momentum-fa34b2403f39e93d-20260911T192630034069Z-2c8344aa,momentum-fa34b2403f39e93d,momentum,28.83708368,False,0.030293741927709394,0.7409883916688403,-0.06514111380786058,CANDIDATE_EVALUATED
momentum-fa34b2403f39e93d-20260911T193733482427Z-c92ceb01,momentum-fa34b2403f39e93d,momentum,28.83708368,False,0.030293741927709394,0.7409883916688403,-0.06514111380786058,CANDIDATE_EVALUATED
momentum-c9d13caf013c8460-20260911T192625688654Z-ad754070,momentum-c9d13caf013c8460,momentum,28.31918063,False,0.016217955791049787,0.7528895152908123,-0.03364540216992806,CANDIDATE_EVALUATED
momentum-c9d13caf013c8460-20260911T193729704108Z-e394c049,momentum-c9d13caf013c8460,momentum,28.31918063,False,0.016217955791049787,0.7528895152908123,-0.03364540216992806,CANDIDATE_EVALUATED
risk_managed_trend-183f85b770a4923f-20260911T192908482236Z-13122551,risk_managed_trend-183f85b770a4923f,risk_managed_trend,28.18195088,False,0.01601781068863084,0.7888168236049024,-0.02573897780088974,CANDIDATE_EVALUATED
risk_managed_trend-183f85b770a4923f-20260911T193940866462Z-0a51fd9c,risk_managed_trend-183f85b770a4923f,risk_managed_trend,28.18195088,False,0.01601781068863084,0.7888168236049024,-0.02573897780088974,CANDIDATE_EVALUATED
risk_managed_trend-02df5e1fa30821d2-20260911T192910348197Z-0ccda459,risk_managed_trend-02df5e1fa30821d2,risk_managed_trend,27.99481438,False,0.01542708046554142,0.7634390991442797,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-02df5e1fa30821d2-20260911T193943036951Z-d17938b5,risk_managed_trend-02df5e1fa30821d2,risk_managed_trend,27.99481438,False,0.01542708046554142,0.7634390991442797,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-ac3da19332c4d738-20260911T192953879078Z-7b0f7a02,risk_managed_trend-ac3da19332c4d738,risk_managed_trend,27.20698307,False,0.022698409167926537,0.7805202112161994,-0.04033931216699049,CANDIDATE_EVALUATED
risk_managed_trend-ac3da19332c4d738-20260911T194025390486Z-01408afa,risk_managed_trend-ac3da19332c4d738,risk_managed_trend,27.20698307,False,0.022698409167926537,0.7805202112161994,-0.04033931216699049,CANDIDATE_EVALUATED
risk_managed_trend-5adcc65ec7bc9fea-20260911T192855850044Z-7ff9c5b9,risk_managed_trend-5adcc65ec7bc9fea,risk_managed_trend,27.1707221,False,0.013329575624364098,0.6847916337220235,-0.028841981308501907,CANDIDATE_EVALUATED
risk_managed_trend-5adcc65ec7bc9fea-20260911T193930915774Z-da8e7331,risk_managed_trend-5adcc65ec7bc9fea,risk_managed_trend,27.1707221,False,0.013329575624364098,0.6847916337220235,-0.028841981308501907,CANDIDATE_EVALUATED
risk_managed_trend-f5789710d02b9f53-20260911T192914014988Z-9283e905,risk_managed_trend-f5789710d02b9f53,risk_managed_trend,27.08090962,False,0.01348766040727356,0.6726008422643244,-0.029111956054076682,CANDIDATE_EVALUATED
risk_managed_trend-f5789710d02b9f53-20260911T193947364147Z-8ba7fc11,risk_managed_trend-f5789710d02b9f53,risk_managed_trend,27.08090962,False,0.01348766040727356,0.6726008422643244,-0.029111956054076682,CANDIDATE_EVALUATED
risk_managed_trend-0526e4beb881ec4e-20260911T192912209929Z-739acca6,risk_managed_trend-0526e4beb881ec4e,risk_managed_trend,27.00218919,False,0.014412402810032532,0.7390081081432859,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-0526e4beb881ec4e-20260911T193945184622Z-2d11731b,risk_managed_trend-0526e4beb881ec4e,risk_managed_trend,27.00218919,False,0.014412402810032532,0.7390081081432859,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-2e52d6d5fa6133fe-20260911T192933987996Z-0ede9ab1,risk_managed_trend-2e52d6d5fa6133fe,risk_managed_trend,26.92565454,False,0.021592081180457745,0.8175667488733662,-0.03422596740420547,CANDIDATE_EVALUATED
risk_managed_trend-2e52d6d5fa6133fe-20260911T194006528520Z-e7789837,risk_managed_trend-2e52d6d5fa6133fe,risk_managed_trend,26.92565454,False,0.021592081180457745,0.8175667488733662,-0.03422596740420547,CANDIDATE_EVALUATED
risk_managed_trend-5ff842c42dad2812-20260911T192936179014Z-11795a75,risk_managed_trend-5ff842c42dad2812,risk_managed_trend,26.78150018,False,0.020792926379467724,0.7770741716238581,-0.03451780692020445,CANDIDATE_EVALUATED
risk_managed_trend-5ff842c42dad2812-20260911T194008669444Z-e2b59f83,risk_managed_trend-5ff842c42dad2812,risk_managed_trend,26.78150018,False,0.020792926379467724,0.7770741716238581,-0.03451780692020445,CANDIDATE_EVALUATED
momentum-8be2e891bcbf55a5-20260911T192631548445Z-ba4fc64a,momentum-8be2e891bcbf55a5,momentum,26.76675571,False,0.022021982161658737,0.5006464690198918,-0.0728955124497569,CANDIDATE_EVALUATED
momentum-8be2e891bcbf55a5-20260911T193734642097Z-af20a7ed,momentum-8be2e891bcbf55a5,momentum,26.76675571,False,0.022021982161658737,0.5006464690198918,-0.0728955124497569,CANDIDATE_EVALUATED
risk_managed_trend-445688558e40d9cd-20260911T192836762520Z-b507d292,risk_managed_trend-445688558e40d9cd,risk_managed_trend,26.7560724,False,0.012081689504004345,0.7046429405996856,-0.02527876747339841,CANDIDATE_EVALUATED
risk_managed_trend-445688558e40d9cd-20260911T193914825871Z-0d227ebd,risk_managed_trend-445688558e40d9cd,risk_managed_trend,26.7560724,False,0.012081689504004345,0.7046429405996856,-0.02527876747339841,CANDIDATE_EVALUATED
risk_managed_trend-4e0e65e542b1da22-20260911T192851656163Z-e315d4b2,risk_managed_trend-4e0e65e542b1da22,risk_managed_trend,26.69078435,False,0.0147355933868758,0.7489342654838793,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-4e0e65e542b1da22-20260911T193927578275Z-9f77b82d,risk_managed_trend-4e0e65e542b1da22,risk_managed_trend,26.69078435,False,0.0147355933868758,0.7489342654838793,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-52867be6fd835f73-20260911T192853744230Z-3d3219ba,risk_managed_trend-52867be6fd835f73,risk_managed_trend,26.30580524,False,0.014031102658462968,0.7198499512078649,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-52867be6fd835f73-20260911T193929256793Z-23937bbd,risk_managed_trend-52867be6fd835f73,risk_managed_trend,26.30580524,False,0.014031102658462968,0.7198499512078649,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-e6fccbba35350d76-20260911T192915939129Z-d0035c29,risk_managed_trend-e6fccbba35350d76,risk_managed_trend,26.06793358,False,0.01290468157343816,0.6464096467744062,-0.028457518239585533,CANDIDATE_EVALUATED
risk_managed_trend-e6fccbba35350d76-20260911T193949558621Z-8496c97c,risk_managed_trend-e6fccbba35350d76,risk_managed_trend,26.06793358,False,0.01290468157343816,0.6464096467744062,-0.028457518239585533,CANDIDATE_EVALUATED
risk_managed_trend-933bdb8ba48468de-20260911T192857899519Z-6d133174,risk_managed_trend-933bdb8ba48468de,risk_managed_trend,25.56113545,False,0.01223805116642418,0.6302748293808852,-0.02800732865348088,CANDIDATE_EVALUATED
risk_managed_trend-933bdb8ba48468de-20260911T193932613051Z-6f54a797,risk_managed_trend-933bdb8ba48468de,risk_managed_trend,25.56113545,False,0.01223805116642418,0.6302748293808852,-0.02800732865348088,CANDIDATE_EVALUATED
risk_managed_trend-5ea9aa2abfcb5faf-20260911T192832657202Z-ca5f8884,risk_managed_trend-5ea9aa2abfcb5faf,risk_managed_trend,25.22491163,False,0.013359200299114082,0.723767728438578,-0.02465598135485403,CANDIDATE_EVALUATED
risk_managed_trend-5ea9aa2abfcb5faf-20260911T193911091855Z-5915f813,risk_managed_trend-5ea9aa2abfcb5faf,risk_managed_trend,25.22491163,False,0.013359200299114082,0.723767728438578,-0.02465598135485403,CANDIDATE_EVALUATED
momentum-656194c46bcd791f-20260911T192636058756Z-b9761d02,momentum-656194c46bcd791f,momentum,25.14257827,False,0.03592072615344577,0.4787061600405268,-0.12780209711534363,CANDIDATE_EVALUATED
momentum-656194c46bcd791f-20260911T193738385909Z-ad23fc09,momentum-656194c46bcd791f,momentum,25.14257827,False,0.03592072615344577,0.4787061600405268,-0.12780209711534363,CANDIDATE_EVALUATED
risk_managed_trend-2db0ff688cb40dae-20260911T192918097751Z-8379c102,risk_managed_trend-2db0ff688cb40dae,risk_managed_trend,25.13460417,False,0.012073650159024618,0.6264587625499799,-0.027429940826910748,CANDIDATE_EVALUATED
risk_managed_trend-2db0ff688cb40dae-20260911T193951768234Z-c245b54c,risk_managed_trend-2db0ff688cb40dae,risk_managed_trend,25.13460417,False,0.012073650159024618,0.6264587625499799,-0.027429940826910748,CANDIDATE_EVALUATED
risk_managed_trend-116cb65044923a36-20260911T192956046857Z-a3da6ce7,risk_managed_trend-116cb65044923a36,risk_managed_trend,25.13068145,False,0.02030580403086013,0.6818456493003228,-0.04124232098352765,CANDIDATE_EVALUATED
risk_managed_trend-116cb65044923a36-20260911T194027553735Z-33239cdc,risk_managed_trend-116cb65044923a36,risk_managed_trend,25.13068145,False,0.02030580403086013,0.6818456493003228,-0.04124232098352765,CANDIDATE_EVALUATED
risk_managed_trend-1045710151a9f543-20260911T192834697221Z-db950563,risk_managed_trend-1045710151a9f543,risk_managed_trend,24.52455154,False,0.013222219646323419,0.6996137801315898,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-1045710151a9f543-20260911T193912958013Z-d6905607,risk_managed_trend-1045710151a9f543,risk_managed_trend,24.52455154,False,0.013222219646323419,0.6996137801315898,-0.026675338017643435,CANDIDATE_EVALUATED
risk_managed_trend-a6e4cb99d5e2a352-20260911T192859948728Z-135d9df2,risk_managed_trend-a6e4cb99d5e2a352,risk_managed_trend,24.45243242,False,0.011597811252633816,0.6026834946400917,-0.02747156172964227,CANDIDATE_EVALUATED
risk_managed_trend-a6e4cb99d5e2a352-20260911T193934216813Z-97ca4cb4,risk_managed_trend-a6e4cb99d5e2a352,risk_managed_trend,24.45243242,False,0.011597811252633816,0.6026834946400917,-0.02747156172964227,CANDIDATE_EVALUATED
risk_managed_trend-77e7d406eba1c30f-20260911T192838901291Z-2232ba20,risk_managed_trend-77e7d406eba1c30f,risk_managed_trend,24.4163916,False,0.010885881819123533,0.5989916976482516,-0.026364474830260165,CANDIDATE_EVALUATED
risk_managed_trend-77e7d406eba1c30f-20260911T193916719148Z-3c3e7cd9,risk_managed_trend-77e7d406eba1c30f,risk_managed_trend,24.4163916,False,0.010885881819123533,0.5989916976482516,-0.026364474830260165,CANDIDATE_EVALUATED
risk_managed_trend-382e93b618150fcb-20260911T192841004739Z-0ea55c1d,risk_managed_trend-382e93b618150fcb,risk_managed_trend,23.66279758,False,0.010763688333963461,0.5775648086134668,-0.02712813387826707,CANDIDATE_EVALUATED
risk_managed_trend-382e93b618150fcb-20260911T193918435347Z-db52d653,risk_managed_trend-382e93b618150fcb,risk_managed_trend,23.66279758,False,0.010763688333963461,0.5775648086134668,-0.02712813387826707,CANDIDATE_EVALUATED
risk_managed_trend-2bc5218d1051fc03-20260911T192958008979Z-873aeea4,risk_managed_trend-2bc5218d1051fc03,risk_managed_trend,22.25950458,False,0.01813075140122944,0.5998476031792688,-0.04469123123276586,CANDIDATE_EVALUATED
risk_managed_trend-2bc5218d1051fc03-20260911T194029906445Z-3c335466,risk_managed_trend-2bc5218d1051fc03,risk_managed_trend,22.25950458,False,0.01813075140122944,0.5998476031792688,-0.04469123123276586,CANDIDATE_EVALUATED
risk_managed_trend-a2054342dc1ec90a-20260911T192938366489Z-f1ab85d9,risk_managed_trend-a2054342dc1ec90a,risk_managed_trend,22.18266305,False,0.01716609750410414,0.6410357583294364,-0.03707796980711986,CANDIDATE_EVALUATED
risk_managed_trend-a2054342dc1ec90a-20260911T194010815516Z-ea4aae08,risk_managed_trend-a2054342dc1ec90a,risk_managed_trend,22.18266305,False,0.01716609750410414,0.6410357583294364,-0.03707796980711986,CANDIDATE_EVALUATED
trend_momentum-91bc6181487cbcb2-20260911T192652830874Z-93da3c33,trend_momentum-91bc6181487cbcb2,trend_momentum,20.37810034,False,0.0077825641500886,0.5175384044868907,-0.02161980856185164,CANDIDATE_EVALUATED
trend_momentum-91bc6181487cbcb2-20260911T193752981762Z-3ee88a19,trend_momentum-91bc6181487cbcb2,trend_momentum,20.37810034,False,0.0077825641500886,0.5175384044868907,-0.02161980856185164,CANDIDATE_EVALUATED
trend_momentum-47dcc7cc71fe5848-20260911T192713476082Z-0b039aed,trend_momentum-47dcc7cc71fe5848,trend_momentum,18.52903372,False,0.006915793256798031,0.4538570183925742,-0.022501480595927714,CANDIDATE_EVALUATED
trend_momentum-47dcc7cc71fe5848-20260911T193809675739Z-c413563d,trend_momentum-47dcc7cc71fe5848,trend_momentum,18.52903372,False,0.006915793256798031,0.4538570183925742,-0.022501480595927714,CANDIDATE_EVALUATED
trend_momentum-fceaafad2a97743e-20260911T192749543001Z-66595453,trend_momentum-fceaafad2a97743e,trend_momentum,18.18202711,False,0.015040767790684528,0.5111190902333282,-0.04258336888416414,CANDIDATE_EVALUATED
trend_momentum-fceaafad2a97743e-20260911T193837899056Z-d69962b7,trend_momentum-fceaafad2a97743e,trend_momentum,18.18202711,False,0.015040767790684528,0.5111190902333282,-0.04258336888416414,CANDIDATE_EVALUATED
trend_momentum-1eef1a986461f27e-20260911T192654728002Z-fa40921f,trend_momentum-1eef1a986461f27e,trend_momentum,17.84899146,False,0.006514388186515951,0.4270565693405802,-0.02193195627464306,CANDIDATE_EVALUATED
trend_momentum-1eef1a986461f27e-20260911T193754752800Z-28ad29c1,trend_momentum-1eef1a986461f27e,trend_momentum,17.84899146,False,0.006514388186515951,0.4270565693405802,-0.02193195627464306,CANDIDATE_EVALUATED
trend_momentum-32e15f5c037d0104-20260911T192810834843Z-aab53b53,trend_momentum-32e15f5c037d0104,trend_momentum,16.78823489,False,0.013486915395569898,0.4530615537241458,-0.04407327933129623,CANDIDATE_EVALUATED
trend_momentum-32e15f5c037d0104-20260911T193854277344Z-2eac10e4,trend_momentum-32e15f5c037d0104,trend_momentum,16.78823489,False,0.013486915395569898,0.4530615537241458,-0.04407327933129623,CANDIDATE_EVALUATED
trend_momentum-df544c505a740c8e-20260911T192751871992Z-81bacfae,trend_momentum-df544c505a740c8e,trend_momentum,15.98507224,False,0.012637070024923869,0.42492453962622045,-0.04277417820841012,CANDIDATE_EVALUATED
trend_momentum-df544c505a740c8e-20260911T193839545145Z-d20a94fd,trend_momentum-df544c505a740c8e,trend_momentum,15.98507224,False,0.012637070024923869,0.42492453962622045,-0.04277417820841012,CANDIDATE_EVALUATED
trend_momentum-5cdf3f99770025dc-20260911T192711285909Z-0d65789d,trend_momentum-5cdf3f99770025dc,trend_momentum,12.82719818,False,0.00550979627693482,0.37567407637375577,-0.020308622278156774,CANDIDATE_EVALUATED
trend_momentum-5cdf3f99770025dc-20260911T193808042139Z-23d62bcd,trend_momentum-5cdf3f99770025dc,trend_momentum,12.82719818,False,0.00550979627693482,0.37567407637375577,-0.020308622278156774,CANDIDATE_EVALUATED
trend_momentum-f07c1224b2839a4c-20260911T192732622758Z-26ff9b51,trend_momentum-f07c1224b2839a4c,trend_momentum,12.51224783,False,0.004673468822975924,0.3116289573306701,-0.025432154888583525,CANDIDATE_EVALUATED
trend_momentum-f07c1224b2839a4c-20260911T193824558605Z-162617a8,trend_momentum-f07c1224b2839a4c,trend_momentum,12.51224783,False,0.004673468822975924,0.3116289573306701,-0.025432154888583525,CANDIDATE_EVALUATED
risk_managed_trend-64a9deac0b982c6d-20260911T192920682766Z-8ad2f926,risk_managed_trend-64a9deac0b982c6d,risk_managed_trend,11.92583129,False,0.012361037152691656,0.4563663974404684,-0.06305303663434281,CANDIDATE_EVALUATED
risk_managed_trend-64a9deac0b982c6d-20260911T193953858837Z-0379f523,risk_managed_trend-64a9deac0b982c6d,risk_managed_trend,11.92583129,False,0.012361037152691656,0.4563663974404684,-0.06305303663434281,CANDIDATE_EVALUATED
risk_managed_trend-0402418febd7572b-20260911T192923099273Z-ebb69f65,risk_managed_trend-0402418febd7572b,risk_managed_trend,11.82876799,False,0.010938461867705973,0.40169048091888154,-0.06120026173934745,CANDIDATE_EVALUATED
risk_managed_trend-0402418febd7572b-20260911T193955948604Z-6b01e6f7,risk_managed_trend-0402418febd7572b,risk_managed_trend,11.82876799,False,0.010938461867705973,0.40169048091888154,-0.06120026173934745,CANDIDATE_EVALUATED
trend_momentum-e354f1f2f4e9d207-20260911T192808743102Z-ae542ff1,trend_momentum-e354f1f2f4e9d207,trend_momentum,11.46873802,False,0.010577148677918702,0.37018848670518373,-0.04010246044021537,CANDIDATE_EVALUATED
trend_momentum-e354f1f2f4e9d207-20260911T193852665712Z-0cdfcc24,trend_momentum-e354f1f2f4e9d207,trend_momentum,11.46873802,False,0.010577148677918702,0.37018848670518373,-0.04010246044021537,CANDIDATE_EVALUATED
risk_managed_trend-c8fd3a9419cc853f-20260911T192940556403Z-bd2ea4b0,risk_managed_trend-c8fd3a9419cc853f,risk_managed_trend,10.57645495,False,0.011109169269005292,0.3762887631849108,-0.06959684908335895,CANDIDATE_EVALUATED
risk_managed_trend-c8fd3a9419cc853f-20260911T194012850965Z-4281164d,risk_managed_trend-c8fd3a9419cc853f,risk_managed_trend,10.57645495,False,0.011109169269005292,0.3762887631849108,-0.06959684908335895,CANDIDATE_EVALUATED
risk_managed_trend-4787ec6a5bc5b475-20260911T192925245499Z-8c3c35b9,risk_managed_trend-4787ec6a5bc5b475,risk_managed_trend,10.38321757,False,0.00901103353928745,0.33181484471035877,-0.06177216056047463,CANDIDATE_EVALUATED
risk_managed_trend-4787ec6a5bc5b475-20260911T193958023534Z-0fb503d6,risk_managed_trend-4787ec6a5bc5b475,risk_managed_trend,10.38321757,False,0.00901103353928745,0.33181484471035877,-0.06177216056047463,CANDIDATE_EVALUATED
trend-7a5552b51724408f-20260911T192608088329Z-b1d87e1e,trend-7a5552b51724408f,trend,10.37932107,False,0.031014796400083755,0.4573668484911086,-0.11441529346246626,CANDIDATE_EVALUATED
trend-7a5552b51724408f-20260911T193714538640Z-a6e7c8cc,trend-7a5552b51724408f,trend,10.37932107,False,0.031014796400083755,0.4573668484911086,-0.11441529346246626,CANDIDATE_EVALUATED
trend_momentum-aa5ef2f29f4e16fd-20260911T192730584179Z-0eda67a6,trend_momentum-aa5ef2f29f4e16fd,trend_momentum,10.31951816,False,0.004832006314960058,0.3343242564130476,-0.019354299810182107,CANDIDATE_EVALUATED
trend_momentum-aa5ef2f29f4e16fd-20260911T193822873598Z-dbcb38e4,trend_momentum-aa5ef2f29f4e16fd,trend_momentum,10.31951816,False,0.004832006314960058,0.3343242564130476,-0.019354299810182107,CANDIDATE_EVALUATED
trend_momentum-aa2af89db622c987-20260911T192747385114Z-99d4d314,trend_momentum-aa2af89db622c987,trend_momentum,9.24032907,False,0.009544900989897354,0.33933821638110717,-0.06284994050857085,CANDIDATE_EVALUATED
trend_momentum-aa2af89db622c987-20260911T193836237186Z-657e57c8,trend_momentum-aa2af89db622c987,trend_momentum,9.24032907,False,0.009544900989897354,0.33933821638110717,-0.06284994050857085,CANDIDATE_EVALUATED
trend-07f35266baab9097-20260911T192549008503Z-42a73197,trend-07f35266baab9097,trend,8.97269254,False,0.017095107996801806,0.476403305893678,-0.05861708317553094,CANDIDATE_EVALUATED
trend-07f35266baab9097-20260911T193658824638Z-4e6f9350,trend-07f35266baab9097,trend,8.97269254,False,0.017095107996801806,0.476403305893678,-0.05861708317553094,CANDIDATE_EVALUATED
trend_momentum-4eeb7042790ca7be-20260911T192650708711Z-8529d498,trend_momentum-4eeb7042790ca7be,trend_momentum,8.94718412,False,0.005075447799192556,0.35027244076282493,-0.03159029912784317,CANDIDATE_EVALUATED
trend_momentum-4eeb7042790ca7be-20260911T193751335796Z-2acfff70,trend_momentum-4eeb7042790ca7be,trend_momentum,8.94718412,False,0.005075447799192556,0.35027244076282493,-0.03159029912784317,CANDIDATE_EVALUATED
trend-3b9a3e2960b025dc-20260911T192530192064Z-ad045c41,trend-3b9a3e2960b025dc,trend,8.12225262,False,0.008962996043854865,0.4863232871538439,-0.02963808907896237,CANDIDATE_EVALUATED
trend-3b9a3e2960b025dc-20260911T193643802828Z-a0edf970,trend-3b9a3e2960b025dc,trend,8.12225262,False,0.008962996043854865,0.4863232871538439,-0.02963808907896237,CANDIDATE_EVALUATED
trend_momentum-f82b7b34f3349716-20260911T192806633560Z-901a541a,trend_momentum-f82b7b34f3349716,trend_momentum,7.45817793,False,0.007713686654535312,0.2773273820396702,-0.06676765055764,CANDIDATE_EVALUATED
trend_momentum-f82b7b34f3349716-20260911T193851048699Z-778cfe31,trend_momentum-f82b7b34f3349716,trend_momentum,7.45817793,False,0.007713686654535312,0.2773273820396702,-0.06676765055764,CANDIDATE_EVALUATED
trend_momentum-5adba1a5078f75bf-20260911T192728434566Z-3c4d3cff,trend_momentum-5adba1a5078f75bf,trend_momentum,7.38694119,False,0.0034959081513785684,0.24750257591216526,-0.02879047937812962,CANDIDATE_EVALUATED
trend_momentum-5adba1a5078f75bf-20260911T193821197639Z-053fb9f3,trend_momentum-5adba1a5078f75bf,trend_momentum,7.38694119,False,0.0034959081513785684,0.24750257591216526,-0.02879047937812962,CANDIDATE_EVALUATED
trend_momentum-f0e7fded129f29c2-20260911T192709129929Z-403a6444,trend_momentum-f0e7fded129f29c2,trend_momentum,7.34060497,False,0.004185019372935805,0.29100118944306796,-0.03346314555743013,CANDIDATE_EVALUATED
trend_momentum-f0e7fded129f29c2-20260911T193806383000Z-74ec317c,trend_momentum-f0e7fded129f29c2,trend_momentum,7.34060497,False,0.004185019372935805,0.29100118944306796,-0.03346314555743013,CANDIDATE_EVALUATED
risk_managed_trend-893e4916f792b2b8-20260911T192942697016Z-cb5d5193,risk_managed_trend-893e4916f792b2b8,risk_managed_trend,6.8825972,False,0.008456327258762775,0.2854366226600715,-0.0697471679040873,CANDIDATE_EVALUATED
